幹你娘: 髒話: 0.775572657585144, 屌你老母: 0.7581965923309326, 粗口: 0.7560597658157349, 粗話: 0.7392834424972534, 感嘆詞: 0.7087435126304626, 懶音: 0.7064943909645081, 雞巴: 0.7056534290313721, 嘆詞: 0.6996194124221802, 例句: 0.6984925866127014, 屄: 0.6948261260986328, 
刁民: 殺人者死: 0.7261388301849365, 大罵: 0.6979573965072632, 犯法: 0.6871932744979858, 喊冤: 0.6812330484390259, 作賊: 0.679234504699707, 狐假虎威: 0.6757427453994751, 無所不至: 0.6752370595932007, 姦淫擄掠: 0.6733289361000061, 殺絕: 0.6731041669845581, 胥役: 0.6720967292785645, 
淫: 淫亂: 0.7608463168144226, 淫行: 0.7467687129974365, 嫉: 0.7400320172309875, 必至: 0.734501302242279, 厭: 0.7275115847587585, 緊縛: 0.726773738861084, 淫靡: 0.7265975475311279, 凌辱: 0.7228435277938843, 妬: 0.7215622663497925, 婬: 0.7162411212921143, 
狗子: 張弓: 0.7251542806625366, 春江: 0.7204735279083252, 張青: 0.712278425693512, 莊莊主: 0.7002613544464111, 三龍: 0.6951241493225098, 王小二: 0.6938693523406982, 鸞鳳: 0.6928430795669556, 阿菊: 0.6890615224838257, 娘道: 0.6884726285934448, 呂義: 0.6880640387535095, 
奧步: 邱議瑩: 0.6648263931274414, 時力: 0.6502959728240967, 姚文智: 0.6494420766830444, 綠委: 0.6463561058044434, 柯痞: 0.6441575884819031, 藍委: 0.6440877914428711, 圓仔湯: 0.6433782577514648, 王定宇: 0.6339643597602844, 林淑芬: 0.6285867691040039, 林義豐: 0.6266658306121826, 
妖孽: 第四十回: 0.7893378138542175, 第十八回: 0.7881404161453247, 第五十二回: 0.786169171333313, 第三十回: 0.7776530981063843, 閻羅: 0.7767006158828735, 第十九回: 0.7762737274169922, 第三十二回: 0.7747316360473633, 第三十一回: 0.7737058997154236, 第二十回: 0.770222008228302, 第二十九回: 0.7684722542762756, 
暴牙: 鬍鬚: 0.7248910069465637, 肚皮: 0.7224757671356201, 肥婆: 0.7205641865730286, 胖: 0.7178970575332642, 墨鏡: 0.7160958051681519, 光頭: 0.7156255841255188, 叼: 0.7155845165252686, 小鬍子: 0.7076835036277771, 鷹勾鼻: 0.7070674300193787, 刀疤: 0.7057027220726013, 
見錢眼開: 好賭: 0.7516499757766724, 不務正業: 0.7398126125335693, 富家子弟: 0.7143453359603882, 愛錢: 0.7072011232376099, 貪財: 0.6882359981536865, 家僕: 0.6854802370071411, 騙吃騙喝: 0.6813757419586182, 遊手好閒: 0.6813416481018066, 打抱不平: 0.6801050305366516, 膽小怕事: 0.6793711185455322, 
恰查某: 阿皓: 0.8233965039253235, 王博玄: 0.81744384765625, 王天麗: 0.8117941617965698, 納吉絲: 0.8021652698516846, 徐薏雯: 0.8002240061759949, 賈老闆: 0.7983295321464539, 王老太: 0.7963792681694031, 吳元元: 0.7963422536849976, 葛大: 0.7944530248641968, 蔡易展: 0.7942749261856079, 
姦恁娘: 肏你媽: 0.8191163539886475, 同訓: 0.7995772361755371, 㞗: 0.7958660125732422, 領句: 0.7946433424949646, 借譯: 0.7943385243415833, 白讀韻: 0.790011465549469, zok: 0.7894105911254883, 潲: 0.78770911693573, 膣屄: 0.786339282989502, 文讀韻: 0.7861669063568115, 
我不會放過你: 愛你愛在: 0.6326481103897095, 孝敬父母: 0.6269313097000122, pasayen: 0.620962381362915, 嘆詞: 0.6106221079826355, 複詞: 0.6099029779434204, 和奈留: 0.6072529554367065, 快去: 0.6011691093444824, 快給我: 0.6004382371902466, 說不出來: 0.5994795560836792, 置頭: 0.5990283489227295, 
惡人先告狀: 瞎話: 0.7727462649345398, 顛倒黑白: 0.7725813388824463, 無過錯: 0.7409961819648743, 誣告罪: 0.7391653656959534, 反控: 0.7359810471534729, 要告: 0.7327287197113037, 掀桌: 0.7310056090354919, 百口莫辯: 0.7307277321815491, 他口: 0.7304790616035461, 抱屈: 0.7302602529525757, 
番婆: 南勢: 0.872774600982666, 埤子頭: 0.8606138825416565, 北勢: 0.858525276184082, 中莊: 0.8531175255775452, 草港: 0.8499962687492371, 山仔腳: 0.845517098903656, 山仔: 0.8453499674797058, 大崙: 0.8449656367301941, 九甲圍: 0.8445743322372437, 西勢: 0.8440167903900146, 
大騙子: 孟召重: 0.6171482801437378, 徐玉: 0.614737868309021, 隔壁鄰居: 0.6134958863258362, 廖梨伶: 0.6116658449172974, 劉靜敏: 0.6091790795326233, 李東霖: 0.6085883378982544, 史航: 0.6069444417953491, 出氣筒: 0.6056718230247498, 禿子: 0.6047104597091675, 小凡: 0.6018797159194946, 
奸詐: 陰險: 0.927428126335144, 狡詐: 0.913212239742279, 多疑: 0.882269024848938, 狡猾: 0.8766402006149292, 狠毒: 0.8745675683021545, 心狠手辣: 0.8679457902908325, 貪財: 0.862413227558136, 毒辣: 0.8564839959144592, 工於心計: 0.8545259237289429, 貪生怕死: 0.8517364263534546, 
查某人: 吳俊宏: 0.763008713722229, 莊振凱: 0.7407829761505127, 蔡佳麟: 0.7404082417488098, 林俊吉: 0.7349343299865723, 葉諾帆: 0.7336034774780273, 輸人不: 0.732150673866272, 許富凱: 0.7316356897354126, 張秀卿: 0.7314229607582092, 朱海君: 0.7309349775314331, 舊情綿綿: 0.7305899858474731, 
亂源: 公平正義: 0.7109933495521545, 民生問題: 0.6899750232696533, 正當性: 0.6763826012611389, 民粹: 0.6738197803497314, 政策主張: 0.6655819416046143, 政治化: 0.66337651014328, 當權者: 0.6535239219665527, 不涉: 0.65177321434021, 不公: 0.6509982347488403, 統獨: 0.6484915018081665, 
醜八怪: 申允燮: 0.6195333003997803, 姜秀敏: 0.5946529507637024, 恩秀: 0.5641318559646606, 沈清: 0.5512372255325317, 姜泰植: 0.5438212156295776, 秀晶: 0.5422866940498352, 韓善夥: 0.5421464443206787, 悄悄話: 0.5389720797538757, 朴恩惠: 0.5388507843017578, mbn: 0.5387845039367676, 
沒有教養: 擇善固執: 0.7379672527313232, 思想單純: 0.721538245677948, 強種: 0.7212137579917908, 嫁雞隨雞: 0.7081736326217651, 甘悟: 0.7068978548049927, 對事: 0.7051002979278564, 力求上進: 0.7048945426940918, 永之助: 0.7021178007125854, 機械唯物主義: 0.6979150176048279, 難以相處: 0.6964384317398071, 
瘋面仔: 美腦: 0.6319235563278198, 林志勇: 0.6247594356536865, 張祐豪: 0.6095799207687378, 寬嘰文: 0.6086853742599487, 銀鴉: 0.605815052986145, 王聖芬: 0.6055648922920227, 田樹: 0.6040138006210327, 年終評比: 0.6000022888183594, 鄭浚仁: 0.5981792211532593, 夏欣: 0.5954185128211975, 
援交妹: 之家姐: 0.6802926063537598, 朱阿鳳: 0.6720930337905884, 賈老闆: 0.6687076091766357, 張志群: 0.667339563369751, 集跟永霖: 0.6627647280693054, 百達通: 0.662067174911499, 風塵女郎: 0.6600807309150696, 珍玉: 0.6582937836647034, 高喆: 0.657406210899353, 恩香: 0.656812846660614, 
猥褻: 性侵犯: 0.8123112916946411, 性虐待: 0.7993085384368896, 強姦: 0.7604763507843018, 性侵: 0.7599735260009766, 性犯罪: 0.7519915103912354, 性騷擾: 0.749237596988678, 虐待: 0.7406647205352783, 雞姦: 0.7373064756393433, 施虐: 0.7208662629127502, 性虐: 0.7155822515487671, 
沒用: 千萬別: 0.7948465943336487, 隨便: 0.7834088802337646, 說不定: 0.7762250900268555, 亂來: 0.7568566203117371, 幹什麼: 0.7523669600486755, 從來不: 0.7519121170043945, 一大堆: 0.7453460693359375, 真是: 0.7449973821640015, 幹嘛: 0.743209719657898, 可不是: 0.7413104772567749, 
好膽麥走: snorkel: 0.6508173942565918, 直映: 0.640606164932251, 心之空: 0.6277228593826294, 冬號: 0.6277114152908325, 愛之初: 0.6235722303390503, mastapiece: 0.6208787560462952, 杜畢翼龍: 0.6195310354232788, 魏瑞宗: 0.6159074306488037, 移相: 0.6155641078948975, kanayan: 0.6135047078132629, 
屁孩: 張曉慈: 0.717949628829956, 張秉君: 0.6915382146835327, 熊二: 0.687600314617157, 呂世偉: 0.6860612034797668, 小琪: 0.6838101148605347, 昝妹: 0.6825913190841675, 顧又銘: 0.6796292066574097, 林奇葳: 0.6784507036209106, 郭力夫: 0.6772142052650452, 吳震亞: 0.676735520362854, 
誤人子弟: 賭妻: 0.7562605142593384, 回魂夜: 0.7541617751121521, 法外情: 0.741773784160614, 可憐天下父母心: 0.7360143661499023, 失孤: 0.7352440357208252, 算死草: 0.7331650853157043, 誘僧: 0.7280710935592651, 兩仔爺: 0.7181847095489502, 天賜良緣: 0.7171996235847473, 夫鬥爛: 0.7161118984222412, 
屎: 屙: 0.7536581158638, 乸: 0.7077546119689941, 大頭: 0.6924088001251221, 爛幫: 0.6852918267250061, 牯: 0.6791550517082214, 刨: 0.6638755798339844, 啃: 0.6637924313545227, 肚: 0.6585664749145508, 臭腳: 0.6563127040863037, 刣: 0.6462386250495911, 
司法已死: 秋後算帳: 0.6551841497421265, 程翔: 0.6426824331283569, 教局: 0.6411291360855103, 怒斥: 0.6346487998962402, 嚴詞: 0.6277599334716797, 時指: 0.6269307136535645, 刪文: 0.6194148063659668, 登報: 0.6160796880722046, 痛斥: 0.6154531240463257, 孔慶東: 0.6128082275390625, 
帝國主義的走狗: 貶稱: 0.5801858901977539, 日本鬼子: 0.5373988747596741, 蔑稱: 0.5319974422454834, 民族主義者: 0.5260055661201477, 東亞人: 0.5228900909423828, 俄羅斯族: 0.5209363102912903, 緬人: 0.5104931592941284, 西歐國家: 0.5089676976203918, 東干人: 0.5084264278411865, 語文學: 0.5083847641944885, 
假瘋: trachinops: 0.6955744624137878, 胝: 0.6937934756278992, 催命: 0.6707303524017334, 鐵蛇: 0.6680612564086914, 子菜科: 0.6634339094161987, 以刃: 0.6589245796203613, 虯龍: 0.6580260992050171, 飛屍: 0.6550812721252441, 陰魔: 0.6526434421539307, 其鳴: 0.6511908173561096, 
洨: 澮: 0.8238097429275513, 新陽: 0.7801381945610046, 上洛王: 0.7784465551376343, 單父: 0.7733994126319885, 酇: 0.7725575566291809, 陽翟: 0.7716914415359497, 翟人: 0.7711476683616638, 池陽: 0.7698009014129639, 谷陽: 0.7654399275779724, 隰: 0.7649431228637695, 
惡房東: 墳莊: 0.7537940144538879, 阮依琪: 0.7494473457336426, 支從: 0.7467332482337952, 吳旺: 0.7467173933982849, 唐青慧: 0.7463020086288452, 興來: 0.7462775707244873, virgile: 0.7457877397537231, 楊孟溝: 0.7450078725814819, 鄭若安: 0.7449169158935547, marsac: 0.7446096539497375, 
做賊: 想來想去: 0.7853929996490479, 赤包: 0.7716212272644043, 雙宿雙棲: 0.7651293277740479, 解牛: 0.7624582052230835, 七金屍: 0.7595895528793335, supe: 0.759238600730896, 盡奪: 0.7585738897323608, stlichen: 0.7582617998123169, 大嚷: 0.7576849460601807, 魏總鏢頭: 0.7564361691474915, 
死警察: 人無自: 0.6179028749465942, 精劑: 0.6034244298934937, 大傷: 0.5881563425064087, 驅頭: 0.5872135162353516, 謀叛: 0.5794793367385864, 當斬: 0.5743082761764526, 因藍玉案: 0.5724533796310425, 反賊: 0.5679280757904053, 惡逆: 0.5675396919250488, 捉得: 0.567383885383606, 
死人骨頭: 楊惠美: 0.727873682975769, 口水雞: 0.7260537147521973, 李妻: 0.7251301407814026, 芋仔: 0.7179183959960938, 撈家撈: 0.7149664163589478, 黑棗: 0.7136011123657227, 青士: 0.7124481201171875, 發糕: 0.7117923498153687, 貓抓: 0.7117788791656494, 蹄膀: 0.7100095748901367, 
你在幹什麼: 大嚷: 0.802552342414856, 當想: 0.7975662350654602, 支支吾吾: 0.7851541042327881, 裴天瀾: 0.7830617427825928, 放下包袱: 0.7780801057815552, 今兒: 0.7772623896598816, 阿衍: 0.7730569243431091, 側點: 0.7712552547454834, 滋生事端: 0.7698678374290466, 餓到: 0.7698523998260498, 
不知死活: 不起眼: 0.5021795034408569, 亞弓: 0.4807943105697632, 瑟拉芬: 0.4751858115196228, 艾莉卡: 0.4749997854232788, 愛抽菸: 0.4739318788051605, 艾夏: 0.47357964515686035, 帕絲: 0.470797598361969, 萊安: 0.46996355056762695, 黑瞳: 0.46717798709869385, 愛衣: 0.46653109788894653, 
不倫: 同居人: 0.693755567073822, 義母: 0.6476979851722717, 外遇: 0.6337069869041443, 曖昧關係: 0.6277128458023071, 一見鍾情: 0.6080359220504761, 小茜: 0.6077508926391602, 爭風吃醋: 0.6075719594955444, 兩情相悅: 0.6052732467651367, 親密: 0.6041708588600159, 夫妻間: 0.5962594747543335, 
不知廉恥: 講我: 0.652885913848877, 不嫉妒: 0.6459636092185974, 濫好人: 0.6457161903381348, 總讓: 0.6379068493843079, 脾氣好: 0.6363946199417114, 心眼兒: 0.6309815645217896, 思想單純: 0.629869818687439, 拖延者: 0.6272460222244263, 會吐槽: 0.626164972782135, 好騙: 0.6254971027374268, 
白吃白喝: 父茶: 0.7607629299163818, 滕田香苗: 0.7223924398422241, 無緣無故: 0.7212255001068115, 不勝酒力: 0.7200730443000793, 驚嚇過度: 0.7189671397209167, 舅仔: 0.7184091806411743, 喝得: 0.7138073444366455, 花天酒地: 0.7135907411575317, 喝醉酒: 0.7130825519561768, 崔文健: 0.7119486331939697, 
低等動物: 三人遊: 0.765810489654541, 愛難求: 0.7459533214569092, 高雪嵐: 0.7454437017440796, 符元偉: 0.7293875813484192, 夜潛者: 0.7265516519546509, 安棟: 0.7229543924331665, 豔羨: 0.721752405166626, 施勤: 0.7189294099807739, 千錯: 0.7181909680366516, 頑石點頭: 0.7155870199203491, 
髒東西: 打呵欠: 0.7604755163192749, 很髒: 0.7377772331237793, 汙垢: 0.7370736002922058, 食物殘渣: 0.7349891662597656, 亂動: 0.7297495007514954, 吃錯: 0.7186957597732544, 太硬: 0.7159025073051453, 很難吃: 0.70632004737854, 拉肚子: 0.7027394771575928, 煙味: 0.700445830821991, 
白鬼: 三尾: 0.6974232196807861, 雙尾: 0.6965837478637695, 髭: 0.6857024431228638, 鋏: 0.68238365650177, 黃牙: 0.6744371652603149, 卷尾: 0.6699537634849548, 風鳥: 0.6691412925720215, 眼帶: 0.6652275323867798, 斑鳩: 0.6650645732879639, 桔梗: 0.661845326423645, 
老糊塗: 大嚷: 0.8388556838035583, 薄井久代: 0.8287464380264282, 言必信: 0.8284336924552917, lishan: 0.8199523091316223, 脫忽思: 0.819847822189331, stanserhorn: 0.8198189735412598, 衛藤功: 0.8195899724960327, unanimity: 0.8194576501846313, 崔仲凱: 0.818693995475769, ensuring: 0.8184192180633545, 
胡扯: 尖刻: 0.7693171501159668, 無稽之談: 0.7590088248252869, 可笑: 0.7432318925857544, 膚淺: 0.7263092994689941, 胡言亂語: 0.7245254516601562, 斷章取義: 0.7118768692016602, 這番: 0.7103511691093445, 牽強: 0.7063907384872437, 指名道姓: 0.7061986327171326, 不負責任: 0.7014358043670654, 
工賊: 走資派: 0.7337245941162109, 替罪羊: 0.7141250967979431, 篡黨奪權: 0.7089065313339233, 反黨: 0.7074960470199585, 首要分子: 0.7073543071746826, 蘇修: 0.706653356552124, 小集團: 0.7041014432907104, 反黨集團: 0.7019606828689575, 誣為: 0.7011966705322266, 滔天罪行: 0.6944831609725952, 
癩皮狗: 毛囊炎: 0.8213214874267578, 檳榔汁: 0.7994509339332581, 何經: 0.797114908695221, 麥藍菜: 0.7947012186050415, 撐大: 0.7925800085067749, 或口: 0.789616048336029, 範鴻雪: 0.7848465442657471, 臥著: 0.7836778163909912, 走頭無路: 0.7820167541503906, 病豬: 0.7789610624313354, 
女流氓: 藍綾: 0.7530035972595215, 含恨而終: 0.751977801322937, 妖鏡: 0.7492371797561646, 劫塵: 0.7455845475196838, 順我者生: 0.7439663410186768, 新三狼: 0.7430503368377686, 血胎: 0.7402697205543518, 洗殘脂: 0.739690899848938, 香脣: 0.7381112575531006, 瘋丐: 0.7380354404449463, 
豎子: 其仁: 0.847252368927002, 矜功: 0.8445276021957397, 悲夫: 0.8428139686584473, 第六十四回: 0.83978271484375, 其惡: 0.8385601043701172, 真卿: 0.8380639553070068, 曹孟德: 0.8374097943305969, 公如晉: 0.8371765613555908, 第六十三回: 0.8368536233901978, 殃: 0.835774302482605, 
歹人: 冤魂: 0.7039530873298645, 裝瘋賣傻: 0.6803158521652222, 讒謗: 0.6802865266799927, 徐錚: 0.6777024269104004, 餘滄海: 0.6732251644134521, 林平之: 0.6664811968803406, 丁典: 0.6631038188934326, 薛蟠: 0.6586689949035645, 割肉: 0.6585320234298706, 九叔: 0.6579694151878357, 
矮子: 老太婆: 0.6523502469062805, 老頭: 0.6478766798973083, 大鬍子: 0.6446256637573242, 暴牙: 0.6436719298362732, 雙俠: 0.6420466899871826, 小鬍子: 0.6399506330490112, 大塊頭: 0.6362471580505371, 矮胖: 0.6297868490219116, 捲毛: 0.6296302080154419, 鷹勾鼻: 0.6292690634727478, 
窮光蛋: 紀住: 0.7735699415206909, 江鐵雄: 0.772687554359436, 香浩澤: 0.7648780941963196, 葉父: 0.7647482752799988, 死皮賴臉: 0.7610524892807007, 黎鳳蓮: 0.7606396079063416, 雜子: 0.7594362497329712, 孫鐵妹: 0.7571134567260742, 允錫: 0.7564690709114075, 許仲開: 0.7562374472618103, 
骯髒事: 福實: 0.7278275489807129, 錢花: 0.7221980094909668, 擊鼓鳴冤: 0.7139934301376343, 帶信: 0.7125605940818787, 父茶: 0.7122457027435303, 進湯: 0.7033397555351257, 李敏峰: 0.7031095623970032, 曾救過: 0.7020530104637146, 將玉: 0.7019193768501282, 王春香: 0.7014564275741577, 
臭屁: 阿彬: 0.7021981477737427, 阿健: 0.7015783190727234, 不要命: 0.6962133646011353, 餿主意: 0.6891093254089355, 阿虎: 0.6844491362571716, 毛毛: 0.6843569874763489, 調皮搗蛋: 0.6842764019966125, 笑面虎: 0.6794263124465942, 賴皮: 0.6790949106216431, 搗蛋: 0.6772829294204712, 
匪: 不報: 0.6179156303405762, 思存: 0.6092257499694824, 互鬥: 0.6042231321334839, 私怨: 0.5889885425567627, 盜匪: 0.5828797221183777, 未敢: 0.57918781042099, 拳匪: 0.5783089399337769, 逮: 0.5769654512405396, 糾眾: 0.5755966901779175, 熊廷弼: 0.5733914375305176, 
態度蠻橫: 薩吉爾: 0.785944938659668, 龐川: 0.7852070331573486, 值庭: 0.7848308682441711, 橙旗: 0.7823842763900757, 喀爾喀南: 0.7821611166000366, 沈攸之之功: 0.7798727750778198, 吉省: 0.7787585258483887, bilauni: 0.7775058746337891, yazdani: 0.7772119045257568, 愛人以德: 0.7771592140197754, 
死狗: 計誘: 0.6141879558563232, 慌: 0.6094481348991394, 剖肚: 0.6059204339981079, coffins: 0.6048705577850342, scarface: 0.603554368019104, 白狗: 0.6021233797073364, 養鬼: 0.5988508462905884, 老兄: 0.5973130464553833, 開膛: 0.5948752164840698, 不一會兒: 0.5946980714797974, 
土包子: 牙婆: 0.6620250344276428, 英姿颯爽: 0.6454569101333618, 王浩燃: 0.6449403762817383, 窮酸: 0.6441971659660339, 心狠: 0.639535129070282, 苦命: 0.6389880180358887, 一介書生: 0.6378039121627808, 吝嗇鬼: 0.6368392705917358, 老太婆: 0.6335781812667847, 刁蠻: 0.6308713555335999, 
豬母: 林依倩: 0.7736290097236633, 王信翔: 0.7624160051345825, 畚箕: 0.7566323280334473, 雞母: 0.7433583736419678, 蜞: 0.7399909496307373, 林紹霆: 0.7331148386001587, 曾世明: 0.7328790426254272, 烏魚: 0.7273627519607544, 大牛: 0.7234067916870117, 嚴偉立: 0.722325325012207, 
偷窺狂: 不知所謂: 0.6581636667251587, 打耳光: 0.6564529538154602, 有事沒事: 0.6495919227600098, 賤格: 0.6459498405456543, 因小新: 0.6409399509429932, 小平次: 0.6339918971061707, 惡狗: 0.6328940391540527, 扮鬼: 0.6315004825592041, 嘖: 0.6239925622940063, 老女人: 0.6234346628189087, 
偷偷摸摸: 算了吧: 0.7974689602851868, 我怕: 0.7695920467376709, 一知半解: 0.7588417530059814, 自作多情: 0.7484778165817261, 自作聰明: 0.7404724955558777, 我錯: 0.7396293878555298, 心甘情願: 0.7393509149551392, 愈愛愈: 0.7335301041603088, 啜泣: 0.7327090501785278, 捨得: 0.7320895195007324, 
路霸: 反霸: 0.5992076396942139, 汪妤: 0.594469428062439, 苦勞: 0.5637739300727844, 拔線: 0.48650357127189636, 霸凌: 0.48607560992240906, 博訊: 0.48412632942199707, 脫罪: 0.48033854365348816, 打擊報復: 0.4742846190929413, 謊報年齡: 0.46905219554901123, 家暴: 0.4649314284324646, 
流氓警察: 學樂: 0.6146115660667419, 犯罪集團: 0.5920985341072083, npd: 0.5665270090103149, 黑手黨: 0.560908317565918, 商業間諜: 0.5587948560714722, 哈慈: 0.5537884831428528, 藏骨: 0.5530226230621338, 辛迪加: 0.5424549579620361, 犯罪組織: 0.5399379730224609, 集團: 0.539186418056488, 
下等人: 外衣: 0.6144604682922363, 腰布: 0.5708221197128296, 桑納: 0.5548598766326904, 披著: 0.5534578561782837, 著布: 0.5514289140701294, 丁字褲: 0.5471739768981934, 鬥蓬: 0.5442001819610596, 歐比: 0.5382553935050964, 撕破: 0.5332602858543396, 將白: 0.5331559181213379, 
打炮: 木魚: 0.6056956648826599, 竹板: 0.5782830715179443, 叩: 0.5742883086204529, 雞叫: 0.5720642805099487, 歇後語: 0.5704562067985535, 撞鐘: 0.5702933073043823, 擊鼓: 0.5676376819610596, 蒲扇: 0.5668001174926758, 隨口: 0.5663557648658752, 俗語: 0.5628038644790649, 
低能兒: 弄死: 0.5997822284698486, 迎兒: 0.579569935798645, 小牧童: 0.575980007648468, 嚇死: 0.5739613771438599, 聾子: 0.5700777769088745, 三不五時: 0.5666617155075073, 亂叫: 0.5655860304832458, 氣得: 0.5592185258865356, 一不小心: 0.5545104146003723, 母老虎: 0.5543803572654724, 
